listing_id,listing_onboard_date,listing_url,listing_name,listing_account_owner,listing_account_bv,listing_status,listing_instant_book,listing_remark,unit_id,profile_id,employee_id
,2018-01-19,https://www.airbnb.com.sg/rooms/22819243,Comfort Villa at Nai Harn Sunset & Swimming Beach, calgradjing@yahoo.com,744,1.0,2.0,0.0,UN1370,PA0016,E0003
,2018-01-19,https://www.airbnb.com/rooms/22820237,Humble Holiday House for your Jogja Escapade,1234,744,1.0,0.0,3.0,UN0760,PA0007,E0009
,2018-01-19,https://www.airbnb.com/rooms/22818815,Peaceful Boutique House with Antique Jogja Decor,1234,744,1.0,0.0,3.0,UN0759,PA0007,E0009
,2018-01-19,https://www.airbnb.com/rooms/22826801/,Reunion House at Urban Jogja Lifestyle Zone,2730,744,1.0,1.0,0.0,UN0235,PA0016,E0009
,2018-01-19,https://www.airbnb.com/rooms/22825221/,"Humble House, Super Easy to Explore the City",2730,744,1.0,1.0,0.0,UN0231,PA0016,E0009
,2018-01-18,https://www.airbnb.com/rooms/22807013/,Jogja's Hidden Jewel Overlooking Merapi Volcano,1049,744,1.0,0.0,0.0,UN0909,PA0007,E0009
,2018-01-18,https://www.airbnb.com/rooms/22805933/,Family Eco-Lux Joglo between Rice Paddies,744,calgradjing@yahoo.com,1.0,2.0,2.0,UN0907,PA0000,E0009
,2018-01-18,https://www.airbnb.com/rooms/22754921/,Balinese Hospitality Riverside Room in Ubud #Std1,6056,744,1.0,2.0,1.0,UN1367,PA0008,E0010
,2018-01-18,https://www.airbnb.com/rooms/22778745/,Tranquil Room with Rooftop Facing to the Ocean #D3,5819,744,1.0,1.0,0.0,UN0627,PA0008,E0010
,2018-01-18,https://www.airbnb.com/rooms/22785403/,Chic Villa with Artistic Old Javanese Design,1234,744,1.0,0.0,3.0,UN0687,PA0007,E0009
,2018-01-17,https://www.airbnb.com/rooms/22773977/,Sweet & Spacious Family Heritage Holiday House,8661,744,1.0,0.0,0.0,UN0826,PA0007,E0009
,2018-01-17,https://www.airbnb.com/rooms/22778398/,Tranquil Tropical Dorm with Ocean View Lounge #H2,5819,744,1.0,1.0,0.0,UN0617,PA0008,E0010
,2018-01-17,https://www.airbnb.com/rooms/22774742,Comfort Room in Cultural Heritage City Yogyakarta,2340,744,1.0,2.0,0.0,UN0323,PA0000,E0011
,2018-01-17,https://www.airbnb.com/rooms/22769920,Tidy Room with Javanese Ambiance while in Jogja,2340,744,1.0,2.0,0.0,UN0321,PA0000,E0011
,2018-01-16,https://www.airbnb.com/rooms/22759138,Spacious Garden Home in Heritage Cultural District,744,calgradjing@yahoo.com,1.0,1.0,2.0,UN0826,PA0000,E0011
,2018-01-16,https://www.airbnb.com/rooms/22754163,Chic & Tidy Room in Javanese Holiday House,744,calgradjing@yahoo.com,1.0,1.0,2.0,UN0821,PA0000,E0011
,2018-01-16,https://www.airbnb.com/rooms/22766349,Charming Holiday House for your Jogja Vacation,2730,744,1.0,0.0,0.0,UN0233,PA0007,E0009
,2018-01-15,https://www.airbnb.com/rooms/22739153,Homey Jogja Room with Javanese Hospitality,744,calgradjing@yahoo.com,1.0,2.0,3.0,UN0756,PA0000,E0009
,2018-01-15,https://www.airbnb.com/rooms/22739045,Petit Javenese Chamber by Royal Palace Area,744,calgradjing@yahoo.com,1.0,2.0,3.0,UN0755,PA0000,E0009
,2018-01-15,https://www.airbnb.com/rooms/22744226,Ubud Stay with Magical Balinese Hospitality,7875,744,1.0,0.0,0.0,UN0184,PA0009,E0009
,2018-01-15,https://www.airbnb.com/rooms/22743429,Charming Ubud Chamber with Balinese Hospitality,7875,744,1.0,0.0,0.0,UN0183,PA0009,E0009
,2018-01-15,https://www.airbnb.com/rooms/22742315,Comfy Room for Your Ubud Cultural Getaway,7875,744,1.0,0.0,0.0,UN0182,PA0009,E0009
,2018-01-15,https://www.airbnb.com/rooms/22737035,Heritage House with Authentic Javanese Hospitality,6056,744,3.0,0.0,1.0,UN0651,PA0008,E0009
,2018-01-15,https://www.airbnb.com/rooms/22736706,Luxury and Comfy Home in Yogyakarta area,744,calgradjing@yahoo.com,1.0,1.0,3.0,UN0331,PA0000,E0011
,2018-01-15,https://www.airbnb.com/rooms/22737766,Authentic House for Family or Group in Keraton,2340,744,1.0,2.0,0.0,UN0320,PA0000,E0011
,2018-01-14,https://www.airbnb.com/rooms/22719592,Canggu Tranquil Room Walking Distance to Beach #D1,1531,744,1.0,1.0,0.0,UN1359,PA0009,E0010
,2018-01-13,https://www.airbnb.com/rooms/22707250,Authentic House with Stones Decoration #5,2730,744,1.0,1.0,0.0,UN1320,PA0016,E0011
,2018-01-13,,Cozy House with Eccentric Decoration #3,2730,744,1.0,0.0,0.0,UN1318,PA0000,E0011
,2018-01-13,https://www.airbnb.com/rooms/22707085,Cozy House with Eccentric Decoration #2,2730,744,1.0,1.0,0.0,UN1317,PA0000,E0011
,2018-01-13,https://www.airbnb.com/rooms/22708265,Authentic House Perfect for Family Holiday,2730,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2018-01-13,https://www.airbnb.com/rooms/22707995,Cozy House close to Kraton and Taman Sari,744,calgradjing@yahoo.com,1.0,1.0,2.0,UN0822,PA0000,E0011
,2018-01-13,https://www.airbnb.com/rooms/22706630/,Clean Cozy Room Near from Batu Bolong Beach #2,2577,744,1.0,1.0,0.0,UN0881,PA0009,E0010
,2018-01-13,https://www.airbnb.com/rooms/22659317,Dinar Hills - Holiday Chamber by Tranquil Beach,8612,744,1.0,1.0,0.0,UN0000,PA0007,E0009
,2018-01-12,https://www.airbnb.com/rooms/22700017,Tranquil and Calm House in Kraton area,744,calgradjing@yahoo.com,1.0,1.0,2.0,UN0820,PA0000,E0011
,2018-01-12,https://www.airbnb.com/rooms/22521089,A Big Tranquil House for Family in Yogyakarta,2730,744,1.0,1.0,0.0,UN0235,PA0000,E0011
,2018-01-12,https://www.airbnb.com/rooms/22691457,Tranquil House for Family to Explore Yogyakarta,2730,744,1.0,1.0,0.0,UN0231,PA0000,E0011
,2018-01-11,https://www.airbnb.com/rooms/22675178,Tranquil House Located in Prawirotaman area,6121,744,1.0,2.0,0.0,UN1358,PA0016,E0011
,2018-01-11,https://www.airbnb.com/rooms/22667167,Cozy and Comfort House in Prawirotaman area,744,calgradjing@yahoo.com,1.0,0.0,1.0,UN1358,PA0000,E0011
,2018-01-10,https://www.airbnb.com/rooms/22663631,Authentic House with Stones Decoration #2,2730,744,1.0,1.0,0.0,UN1317,PA0016,E0011
,2018-01-10,https://www.airbnb.com/rooms/22664943,Tranquil House with Stones Decoration,2730,744,1.0,1.0,0.0,UN1315,PA0016,E0011
,2018-01-10,https://www.airbnb.com/rooms/22666192,Authentic Comfort House in Yogyakarta area,2730,744,1.0,1.0,0.0,UN1314,PA0016,E0011
,2018-01-10,https://www.airbnb.com/rooms/22656456,Authentic House Close to South Ringroad Yogyakarta,2730,744,1.0,1.0,0.0,UN1314,PA0000,E0011
,2018-01-09,https://www.airbnb.com/rooms/22641531/,Cozy House with Eccentric Decoration in Yogyakarta,2730,744,1.0,1.0,0.0,UN1316,PA0000,E0011
,2018-01-09,https://www.airbnb.com/rooms/22642355,Comfort House with Eccentric Decoration,2730,744,1.0,1.0,0.0,UN1315,PA0000,E0011
,2018-01-08,https://www.airbnb.com/rooms/22617771/,2 Classic Chic Villas Perfect for Big Group Events,1888, calgradjing@yahoo.com,1.0,2.0,0.0,UN1357,PA0014,E0010
,2018-01-07,https://www.airbnb.com/rooms/22604317/,Tranquil Chic Industrial Villa in South Kuta #2,2254,744,1.0,2.0,0.0,UN1355,PA0001,E0010
,2018-01-07,https://www.airbnb.com/rooms/22604207/,Tranquil Chic Industrial Villa in South Kuta #1,2254,744,1.0,2.0,0.0,UN0000,PA0001,E0010
,2018-01-07,https://www.airbnb.com/rooms/22603471/,Stylish Apartment at the Modern Vibe of Bandung,6056,calgradjing@yahoo.com,1.0,2.0,1.0,UN1356,PA0014,E0010
,2018-01-06,https://www.airbnb.com/rooms/22591136/,Dago Chic Industrial Villa with Infinity Pool,3796,calgradjing@yahoo.com,1.0,2.0,0.0,UN1345,PA0014,E0010
,2018-01-04,https://www.airbnb.com/rooms/22557896/,Simple Cozy Room Between Padang-Padang&Uluwatu #D1,6056,744,1.0,1.0,1.0,UN1352,PA0009,E0010
,2018-01-04,https://www.airbnb.com/rooms/22556977/,Simple Cozy Room Between Padang-Padang&Uluwatu #T1,6056,744,1.0,1.0,1.0,UN1350,PA0009,E0010
,2018-01-04,https://www.airbnb.com/rooms/22542702/,Tranquil Comfy Room Close to Canggu Beaches,5588,744,1.0,1.0,0.0,UN1349,PA0009,E0010
,2018-01-04,https://www.airbnb.com/rooms/22543760/,2BR Stylish Lux Apartment in Kuningan Mall,1888, calgradjing@yahoo.com,1.0,2.0,0.0,UN1348,PA0014,E0010
,2018-01-04,https://www.airbnb.com/rooms/22314511/,Luxurious Stylish 2BR Room Next to Kota Kasablanka,1888, calgradjing@yahoo.com,1.0,2.0,0.0,UN0211,PA0014,E0010
,2018-01-03,https://www.airbnb.com/rooms/22521089,A Big Tranquil House for Family in Yogyakarta,2730,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2018-01-03,https://www.airbnb.com/rooms/22538977,Homey Clean & Chic Room by Jimbaran Sunset Village,3333,744,1.0,1.0,0.0,UN0000,PA0007,E0009
,2018-01-03,https://www.airbnb.com/rooms/22538593,Tranquil Chamber by Sunset Village of Jimbaran,3333,744,1.0,1.0,0.0,UN0000,PA0007,E0009
,2018-01-03,https://www.airbnb.com/rooms/22538269,"Modern Comfy Room, Local Hospitality Ambience",3333,744,1.0,1.0,0.0,UN0785,PA0007,E0009
,2018-01-03,https://www.airbnb.com/rooms/22537632,Well-Decorated Chamber by Jimbaran Village,3333,744,1.0,1.0,0.0,UN0785,PA0007,E0009
,2018-01-02,https://www.airbnb.com/rooms/22521400,Luxury Comfy Joglo Overlooking Merapi Volcano,calgradjing@yahoo.com,744,1.0,0.0,0.0,UN0903,PA0010,E0011
,2017-12-29,https://www.airbnb.com/rooms/22474498/,Luxurious Spacious Unit Above Kuningan City Mall,1888, calgradjing@yahoo.com,1.0,2.0,0.0,UN1347,PA0014,E0010
,2017-12-29,https://www.airbnb.com/rooms/22470873,Cozy Flat at the City of Colorful Theme Parks,2071, calgradjing@yahoo.com,1.0,2.0,0.0,UN1026,PA0014,E0010
,2017-12-29,https://www.airbnb.com/rooms/22471367/,Modern Industrial Chic Villa in Dago Hillside,4264, calgradjing@yahoo.com,1.0,2.0,1.0,UN1343,PA0014,E0010
,2017-12-28,https://www.airbnb.com/rooms/22455644/,Comfy Quiet Guesthouse Near from the Beach #1,6056,744,1.0,2.0,1.0,UN1033,PA0009,E0010
,2017-12-28,https://www.airbnb.com/rooms/22445414/,Chic 3BR Villa in Dago Hillside with City View #1,4264, calgradjing@yahoo.com,1.0,2.0,0.0,UN1344,PA0014,E0010
,2017-12-28,https://www.airbnb.com/rooms/22458025/,Beautiful Suite Room with Pool in South Jakarta,3006, calgradjing@yahoo.com,1.0,2.0,0.0,UN1141,PA0014,E0010
,2017-12-27,https://www.airbnb.com/rooms/22430430,Classic Eco-Chic Cabin by Balangan Beach,6662,744,1.0,1.0,0.0,UN0445,PA0007,E0009
,2017-12-27,https://www.airbnb.com/rooms/22441972,"Comfy Villa in Great Location, 5 mins to Seminyak",6056,744,1.0,2.0,1.0,UN1155,PA0000,E0003
,2017-12-26,https://www.airbnb.com/rooms/22428873,Comfortable Room with Pool in South Jakarta #Dlx,3006, calgradjing@yahoo.com,1.0,2.0,0.0,UN1140,PA0014,E0010
,2017-12-26,https://www.airbnb.com/rooms/22413541,Chic Modern Stylish Boutique Room in Kuningan,7780, calgradjing@yahoo.com,1.0,2.0,0.0,UN1091,PA0014,E0010
,2017-12-26,https://www.airbnb.com/rooms/22423859/,Comfortable Room with Pool in South Jakarta #Spr,3006, calgradjing@yahoo.com,1.0,2.0,0.0,UN1142,PA0014,E0010
,2017-12-25,https://www.airbnb.com/rooms/22413294/,Beautiful Modern Room in Boutique Guest Suite #5,6056,744,1.0,2.0,0.0,UN0000,PA0014,E0010
,2017-12-25,https://www.airbnb.com/rooms/22286602/,Clean Boutique Room in the Heart of Kemang #24,6056,744,1.0,2.0,0.0,UN0136,PA0014,E0010
,2017-12-25,https://www.airbnb.com/rooms/22392797/,Boutique Stylish Room in the Heart of Kemang #6,6056,744,1.0,2.0,0.0,UN0138,PA0014,E0010
,2017-12-25,https://www.airbnb.com/rooms/22411829/,"Spacious Cozy Villa, Perfect for Group Events #F",1888,744,1.0,2.0,0.0,UN1259,PA0014,E0010
,2017-12-21,https://www.airbnb.com/rooms/22361978,Spacious Family Home for Big Groups,1234,744,3.0,0.0,1.0,UN0218,PA0016,E0003
,2017-12-19,https://www.airbnb.com/rooms/22313923,Tranquil Joglo overlooking Merapi Mountain,1049,744,1.0,2.0,3.0,UN0902,PA0000,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311612,Joglo with Modern Comfort in Rice Field,744,calgradjing@yahoo.com,1.0,2.0,3.0,UN0901,PA0000,E0003
,2017-12-18,https://www.airbnb.com/rooms/22313194,Tranquil Home with Jogja Authentic Hospitality,8866,744,1.0,2.0,0.0,UN0760,PA0000,E0011
,2017-12-18,https://www.airbnb.com/rooms/22312059,Tranquil Guest House in Canggu area #5,7506,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311982,Tranquil Guest House with Rice Field View #7,7506,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311842,Tranquil Guest House with Rice Field View #6,7506,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311761,Guest House with Rice Field View in Canggu #4,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311682,Guest House with Rice Field View in Canggu #3,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311509,Modern Room with Rice Field View in Canggu #5,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311426,Modern Room with Rice Field View in Canggu #4,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-18,https://www.airbnb.com/rooms/22311307,Modern Room with Rice Field View in Canggu#3,75066,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-18,https://www.airbnb.com/rooms/22313499,Authentic Family Home in Yogyakarta area,1234,744,1.0,2.0,1.0,UN0641,PA0016,E0011
,2017-12-16,https://www.airbnb.com/rooms/22283183,Eco Luxury Joglo Overlooking Merapi Volcano,1049,744,1.0,0.0,0.0,UN0900,PA0010,E0003
,2017-12-16,https://www.airbnb.com/rooms/22285842,Your Lux Second Home on Jogja @Strategic location,5757, calgradjing@yahoo.com,1.0,1.0,0.0,UN0331,PA0016,E0007
,2017-12-16,https://www.airbnb.com/rooms/22297124,Beautiful yet Simple Room Surrounded by Rice Paddy,744, calgradjing@yahoo.com,1.0,2.0,1.0,UN0311,PA0000,E0007
,2017-12-15,https://www.airbnb.com/rooms/22171426,Chic Stylish Hipster Town Apartment,2071, calgradjing@yahoo.com,1.0,2.0,0.0,UN1023,PA0014,E0010
,2017-12-13,https://www.airbnb.com/rooms/22251906,Javanese Hospitality & Heritage Home in Rice Field,5850,744,1.0,2.0,0.0,UN0818,PA0000,E0003
,2017-12-13,https://www.airbnb.com/rooms/22235101,Romantic Rice Field Joglo Overlooking the Volcano,5850,744,1.0,2.0,0.0,UN0817,PA0000,E0003
,2017-12-13,https://www.airbnb.com/rooms/22234448,Modern Rice Field Villa with Mountain View,744, calgradjing@yahoo.com,1.0,2.0,1.0,UN0318,PA0000,E0003
,2017-12-12,https://www.airbnb.com/rooms/22180175,SeaView Comfort Vintage Villa in Pecatu area,5753,744,1.0,1.0,0.0,UN1216,PA0010,E0011
,2017-12-12,https://www.airbnb.com/rooms/22180047,"Comfort Vintage House with Ocean view, #2BR",5753,744,1.0,1.0,0.0,UN1215,PA0010,E0011
,2017-12-12,https://www.airbnb.com/rooms/22168530,Tranquil Tropical House in Pecatu area,5753,744,1.0,1.0,0.0,UN1214,PA0010,E0011
,2017-12-11,https://www.airbnb.com/rooms/22200712,Breezy & Comfy Modern Room by Bingin Beach Village,1826,744,1.0,1.0,0.0,UN0153,PA0007,E0009
,2017-12-10,https://www.airbnb.com/rooms/22181760,Bandung Traditional Comfy House for Big GroupFam,6056, calgradjing@yahoo.com,1.0,2.0,1.0,UN0328,PA0014,E0010
,2017-12-10,https://www.airbnb.com/rooms/22110120,Tranquil Classic Spacious Villa in Pejaten #J,1888, calgradjing@yahoo.com,1.0,1.0,0.0,UN1260,PA0014,E0010
,2017-12-10,https://www.airbnb.com/rooms/22180376/,Secret Lighthouse on Chalky Cliff in Uluwatu #5,sudirta_68@yahoo.com,744,1.0,1.0,0.0,UN1124,PA0009,E0011
,2017-12-09,https://www.airbnb.com/rooms/22171267,"Cihampelas Studio Apartment with Pool, Kitchen, TV",2071, calgradjing@yahoo.com,1.0,2.0,0.0,UN1028,PA0014,E0010
,2017-12-09,https://www.airbnb.com/rooms/22168554/,Cozy Apartment for Hipster Holiday Mood,2071, calgradjing@yahoo.com,1.0,2.0,0.0,UN1025,PA0014,E0010
,2017-12-08,https://www.airbnb.com/rooms/22153368,Serene Bungalow in the Heart of Uluwatu,7339,744,1.0,1.0,0.0,UN0000,PA0001,E0011
,2017-12-07,https://www.airbnb.com/rooms/22130525,Private Wooden Cabin Inside Craftsmen Village,1845, calgradjing@yahoo.com,3.0,0.0,0.0,UN1082,PA0000,E0003
,2017-12-07, https://www.airbnb.com/rooms/22111135,Guest House with Rice Field View in Canggu,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-07, https://www.airbnb.com/rooms/22110850,Modern Guest House with Rice Field View in Canggu,7506,744,1.0,1.0,0.0,UN0000,PA0009,E0011
,2017-12-07,https://www.airbnb.com/rooms/22111328,Tranquil Guest House in Canggu area,7506,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-12-07,https://www.airbnb.com/rooms/22111236 ,Tranquil Guest House with Rice Field View #1,7506,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-12-07,https://www.airbnb.com/rooms/22130030,Tranquil Bungalow in the Heart of Uluwatu,7339,744,1.0,1.0,0.0,UN0000,PA0001,E0011
,2017-12-07,https://www.airbnb.com/rooms/22112036,Family Home in Handcrafter Village,6056,744,1.0,2.0,1.0,UN0640,PA0000,E0003
,2017-12-06,https://www.airbnb.com/rooms/22111911,Tranquil Wood Bungalow in Uluwatu area,8080,744,1.0,1.0,0.0,UN1338,PA0000,E0011
,2017-12-06,https://www.airbnb.com/rooms/22111553,Eco-Friendly Wooden Bungalows in Uluwatu area,8080,744,1.0,1.0,0.0,UN1337,PA0010,E0011
,2017-11-30,https://www.airbnb.com/rooms/22004227,Big House for Family and Group in Jogja Main Road,7415,744,1.0,1.0,0.0,UN0827,PA0000,E0003
,2017-11-30,https://www.airbnb.com/rooms/22006967/,Cozy Quiet Room in the Heart of South Jakarta #E2,6056, calgradjing@yahoo.com,1.0,1.0,1.0,UN0708,PA0014,E0010
,2017-11-30,https://www.airbnb.com/rooms/22005979/,Cozy Apartment in the Heart of Serpong #9,4711, calgradjing@yahoo.com,1.0,1.0,0.0,UN0914,PA0014,E0010
,2017-11-30,https://www.airbnb.com/rooms/22005328/,Cozy Apartment in the Heart of Serpong #19,4711, calgradjing@yahoo.com,1.0,1.0,0.0,UN0913,PA0014,E0010
,2017-11-30,https://www.airbnb.com/rooms/22004286,Serene Bungalows in the Heart of Uluwatu Surf Town,7339,744,1.0,1.0,0.0,UN0000,PA0010,E0003
,2017-11-29,https://www.airbnb.com/rooms/21987926,Quiet Home with Jogja Authentic Hospitality,8866,744,1.0,2.0,0.0,UN0759,PA0016,E0003
,2017-11-29,https://www.airbnb.com/rooms/21949851/,Modern 2BR City View Apartment in Central Jakarta,6056,744,1.0,1.0,2.0,UN0829,PA0014,E0010
,2017-11-28,https://www.airbnb.com/rooms/21989057/,Comfy Tranquil Apartment in the Heart of BSD,6056,744,1.0,2.0,1.0,UN0898,PA0014,E0010
,2017-11-27,https://www.airbnb.com/rooms/21952518,Your Holiday House by Padang-Padang Beach,1571,744,3.0,1.0,0.0,UN1229,PA0010,E0009
,2017-11-27,https://www.airbnb.com/rooms/21969861,Shared Brick Cabin with Tropical Ambiance #BB2,2106,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-11-27,https://www.airbnb.com/rooms/21970018,Tropical Tranquil Brick at Canggu area #BB4,2106,744,1.0,1.0,0.0,UN0000,PA0000,E0011
,2017-11-27,https://www.airbnb.com/rooms/21953019,Beachtown Zen Lifestyle Retreat,8080,744,1.0,2.0,0.0,UN1336,PA0010,E0003
,2017-11-27,https://www.airbnb.com/rooms/21952291,Beachtown Wood Bungalow for Zen Lifestyle Retreat,8080,744,3.0,2.0,3.0,UN1335,PA0001,E0003
,2017-11-26,https://www.airbnb.com/rooms/21933729/,Uluwatu Vacation Room with Local Hospitality,e,744,3.0,1.0,0.0,UN0000,PA0008,E0009
,2017-11-23,https://www.airbnb.com/rooms/21901562,"1BR Sudirman Apartment with City View, Pool, Gym",3909, calgradjing@yahoo.com,1.0,2.0,0.0,UN0828,PA0014,E0010
,2017-11-22,https://www.airbnb.com/rooms/21886842,"2 Chambers,  Quiet & Comfy by Royal Palace Area",8866,calgradjing@yahoo.com,1.0,2.0,0.0,UN0754,PA0000,E0003
,2017-11-22,https://www.airbnb.com/rooms/21870268/,Tranquil Room in the Heart of South Jakarta #E1,6056,744,1.0,1.0,1.0,UN0707,PA0014,E0010
,2017-11-22,https://www.airbnb.com/rooms/21886281/,Secret Lighthouse Jungle Bungalow in Uluwatu #4,sudirta_68@yahoo.com,744,1.0,1.0,0.0,UN1122,PA0009,E0010
,2017-11-21,https://www.airbnb.com/rooms/21872386,"Townhouse Modern, Nyaman di Lokasi Strategis",2730,744,1.0,1.0,0.0,UN0233,PA0016,E0007
,2017-11-19,https://www.airbnb.com/rooms/21505824/,Authentic Wooden Cabin Near from Canggu Beach #1,1236,744,1.0,1.0,0.0,UN0484,PA0009,E0010
,2017-11-19,https://www.airbnb.com/rooms/21842826/,Secret Lighthouse Jungle Bungalow in Uluwatu #3,sudirta_68@yahoo.com,744,1.0,1.0,0.0,UN1120,PA0008,E0010
,2017-11-19,https://www.airbnb.com/rooms/21842724/,Balinese Hospitality with Magical Ubud Vibe #205,7875,744,3.0,1.0,0.0,UN0193,PA0009,E0010
,2017-11-18,https://www.airbnb.com/rooms/21829922,Big Group House Stroll to King's Palace,4673,calgradjing@yahoo.com,1.0,1.0,0.0,UN0670,PA0016,E0003
,2017-11-18,https://www.airbnb.com/rooms/21820394/,Strategic City View Apartment with Pool and Gym,3903,744,1.0,1.0,0.0,UN0828,PA0014,E0010
,2017-11-17,https://www.airbnb.com/rooms/21819324,Native Family House within Royal Palace's walls,4729,744,1.0,1.0,0.0,UN0675,PA0016,E0003
,2017-11-17,https://www.airbnb.com/rooms/21819094,Surfer's Villa 5 minutes to Best Beaches in Bukit,6056,744,1.0,1.0,2.0,UN1202,PA0000,E0003
,2017-11-16,https://www.airbnb.com/rooms/21760410/,Tranquil Comfortable Clean Room in Canggu #4,2946,744,1.0,1.0,0.0,UN0116,PA0008,E0010
,2017-11-16,https://www.airbnb.com/rooms/21805698/,Amazing Spacious Villa Close to Amazing Beaches,6056,744,1.0,1.0,1.0,UN1178,PA0001,E0010
,2017-11-14,https://www.airbnb.com/rooms/21775805/,Tropical Hut with Rice Field View in Canggu,5788,744,1.0,0.0,0.0,UN0799,PA0011,E0011
,2017-11-14,https://www.airbnb.com/rooms/21788753,Tranquil room with Rooftop Facing to the Ocean,5819,744,1.0,0.0,0.0,UN0628,PA0001,E0003
,2017-11-13,https://www.airbnb.com/rooms/21757596/,Romantic Beachtown Forest Cabin #OL,4333,744,1.0,2.0,0.0,UN0990,PA0009,E0010
,2017-11-13,https://www.airbnb.com/rooms/21754218,Tropical Breezy Room in Cool Bali Surfing Town #D3,simona.lafkova@yahoo.com ,744,1.0,1.0,0.0,UN0127,PA0010,E0010
,2017-11-13,https://www.airbnb.com/rooms/21758109,Tranquil Comfortable Room in Canggu Rice Fields #5,3811,744,1.0,1.0,0.0,UN0351,PA0008,E0010
,2017-11-20,https://www.airbnb.com/rooms/21757953/,Tranquil Tropical Villa at Uluwatu #Ak5,8478,744,1.0,1.0,0.0,UN1161,PA0000,E0011
,2017-11-21,https://www.airbnb.com/rooms/21741704,2Rooms Authentic House at Royal Palace Area,4729,744,1.0,1.0,0.0,UN0680,PA0000,E0011
,2017-11-21,https://www.airbnb.com/rooms/21741591/,Family Home at Jogja's Islamic Culture Village,4729,744,1.0,1.0,0.0,UN0678,PA0000,E0011
,2017-11-21,https://www.airbnb.com/rooms/21741516,Cozy Villa Close to Malioboro or Keraton,4729,744,1.0,1.0,0.0,UN0676,PA0000,E0011
,2017-11-21,https://www.airbnb.com/rooms/21741279/,Traditional Family House with Java Architecture,4729,744,1.0,1.0,0.0,UN0675,PA0000,E0011
,2017-11-21,https://www.airbnb.com/rooms/21732453/,Secret Lighthouse Jungle Bungalow in Uluwatu #2BR,sudirta_68@yahoo.com,744,1.0,1.0,0.0,UN1119,PA0008,E0010
,2017-11-11,https://www.airbnb.com/rooms/21730568,Kotagede Royal Family Heritage House,6056,744,3.0,0.0,1.0,UN0645,PA0000,E0003
,2017-11-11,https://www.airbnb.com/rooms/21705022/,Balinese Bungalow Close to Balangan Beach #1,6056,744,3.0,1.0,1.0,UN0571,PA0007,E0010
,2017-11-11,https://www.airbnb.com/rooms/21701186,Deluxe Room Overlooking Canggu Rice Paddy #T1,3675,744,1.0,1.0,0.0,UN1048,PA0009,E0010
,2017-11-11,https://www.airbnb.com/rooms/21731342,1 Bedroom Villa wuth Rice Field view at Canggu,balidream146@gmail.com,744,1.0,1.0,0.0,UN1224,PA0009,E0011
,2017-11-11,https://www.airbnb.com/rooms/21731740,Comfy Room With Breathtaking Direct Bromo View,6056,744,1.0,2.0,1.0,UN0216,PA0000,E0003
,2017-11-11,https://www.airbnb.com/rooms/21731691/,Secret Lighthouse Jungle Bungalow in Uluwatu #2,sudirta_68@yahoo.com,744,1.0,1.0,0.0,UN1118,PA0009,E0010
,2017-11-11,https://www.airbnb.com/rooms/21703041/,Cozy Dorm with Rooftop Overlooking the Sea #2Pax,5819,744,1.0,1.0,0.0,UN0615,PA0008,E0010
,2017-11-09,https://www.airbnb.com/rooms/21702277/,Cozy Super Deluxe Room in Canggu Rice Paddies #SD1,6056,744,1.0,1.0,3.0,UN1049,PA0008,E0010
,2017-11-09,https://www.airbnb.com/rooms/21683258/,Cozy Room with Rooftop Overlooking the Sea #D202,5819,744,1.0,0.0,0.0,UN0629,PA0009,E0010
,2017-11-06,https://www.airbnb.com/rooms/19492746,Tropical holiday room close to Padang-Padang Beach,1758,744,1.0,0.0,0.0,UN0416,PA0006,E0000
,2017-11-06,https://www.airbnb.com/rooms/17033167,Balinese Hospitality Condo with Fiber WiFi #4,9447,744,1.0,0.0,0.0,UN1173,PA0008,E0000
,2017-11-06,https://www.airbnb.com/rooms/17033167,Balinese Hospitality Condo with Fiber WiFi #4,9447,744,1.0,0.0,0.0,UN1173,PA0012,E0000
,2017-11-06,https://www.airbnb.com/rooms/16934686,"Sunny Bali-host Tropical Room, 5mins to Beach #3",1758,744,1.0,0.0,0.0,UN0409,PA0001,E0000
